Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Item_Outlet_Sales,Item_Visibility_MeanRatio,Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDZ16,16.85,0.267565911,194.1478,OUT010,1162.4868,3.8382919485303377,15,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
DRL37,15.5,0.053327763,44.477,OUT013,865.54,0.7649985104269656,26,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDL21,15.85,0.007145063,41.048,OUT035,479.376,0.10249750307183945,9,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDW10,21.2,0.071076055,174.83700000000002,OUT017,5469.547,1.0196016698098715,6,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDB53,13.35,0.139426044,148.3392,OUT035,3877.6192,2.00009732219078,9,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
DRM49,6.11,0.151925271,46.6086,OUT035,624.5204,2.179401487574363,9,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
NCD06,13.0,0.099479703,44.906000000000006,OUT049,652.484,1.4270582588044607,14,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDN10,12.792854228644991,0.045900447999999996,118.9124,OUT027,2844.2976,0.658452040223971,28,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
FDS13,12.792854228644991,0.21799414,266.5884,OUT019,1324.942,3.1271739709353157,28,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDH38,6.425,0.010454459000000001,115.6808,OUT049,1406.1696,0.14997151788121668,14,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDY21,12.792854228644991,0.17264121300000002,195.111,OUT027,5303.097,2.476576240096636,28,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
FDT60,12.0,0.075701524,124.6388,OUT045,2105.2596,1.0859550417866055,11,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DRZ24,7.535,0.081914677,120.344,OUT049,3835.008,1.1750840905722226,14,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDW56,7.68,0.071010513,190.9162,OUT049,5195.2374,1.0186614553784055,14,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDG57,14.7,0.072444983,48.6034,OUT045,194.4136,1.039239243598252,11,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDY14,10.3,0.06998190900000001,263.0226,OUT013,6079.4198,1.0039059043567131,26,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDS19,13.8,0.06457046,76.2012,OUT017,1669.8264,0.9262774760978435,6,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDX01,10.1,0.024159767000000002,114.715,OUT035,815.605,0.34657718095661655,9,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDV32,7.785,0.089210159,64.251,OUT017,1328.271,1.279739387342251,6,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
DRI39,13.8,0.097611115,54.893,OUT017,679.1160000000001,1.4002529522214393,6,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
NCU05,11.8,0.058975504000000005,81.7618,OUT018,966.7416,0.8460165994902047,4,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCA29,10.5,0.027430696,171.1106,OUT017,3593.3226,0.39349937817520914,6,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDO10,12.792854228644991,0.0085099589,58.7588,OUT019,400.8116,0.12207723549729058,28,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
DRL47,19.7,0.038815341,124.2362,OUT045,1887.543,0.5568146191827834,11,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDA50,12.792854228644991,0.152632413,98.441,OUT019,96.541,2.1895455953754035,28,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDU23,12.792854228644991,0.021618297,167.1184,OUT027,2476.776,0.3101192338213726,28,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
FDR27,15.1,0.096491904,134.4942,OUT018,1854.9188,1.3841976238204812,4,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRH36,16.2,0.033568871,74.9696,OUT017,2162.5184,0.48155285103024037,6,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDZ51,11.3,0.054507422,96.3094,OUT013,666.4658,0.7819209787069826,26,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDQ40,12.792854228644991,0.063079544,175.7712,OUT019,351.5424,0.9048899575707355,28,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDB17,12.792854228644991,0.06420812599999999,180.1976,OUT019,181.0976,0.9210797150314916,28,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDQ16,19.7,0.041974489000000004,108.6912,OUT017,2183.824,0.6021332933266497,6,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDG09,20.6,0.048207430999999995,188.0556,OUT017,2065.3116,0.6915462196775575,6,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
DRI59,9.5,0.041065647000000004,223.5088,OUT017,4697.8848,0.5890957545832102,6,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDH47,13.5,0.128709014,96.1068,OUT013,1846.9292,1.8463591654599028,26,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDA21,13.65,0.03596071,186.3924,OUT046,1665.8316,0.5158643085009227,16,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
NCO05,7.27,0.046520703,97.7384,OUT013,591.2304,0.6673497348654072,26,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NCL31,12.792854228644991,0.210596485,144.747,OUT019,143.14700000000002,3.021052979967579,28,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NCH42,6.86,0.03674399,231.201,OUT017,6201.927,0.5271006326881426,6,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDG57,14.7,0.072238195,47.5034,OUT013,972.068,1.0362728241747676,26,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NCQ50,12.792854228644991,0.034141213,211.9218,OUT027,3419.5488,0.4897632231295686,28,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
FDK24,9.195,0.101500374,45.2744,OUT045,679.1160000000001,1.4560452295323154,11,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DRG39,14.15,0.042246575,54.2982,OUT049,1104.5622,0.6060364269478374,14,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDX46,12.3,0.058105769,60.4562,OUT035,1777.6860000000001,0.8335400592785668,9,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDY01,11.8,0.170141787,116.7834,OUT013,2303.6679999999997,2.4407214234053294,26,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDJ40,13.6,0.049579883,110.0912,OUT035,1965.4416,0.7112343460224131,9,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDS01,11.6,0.018509027899999995,178.2686,OUT049,1955.4546,0.26551608348827876,14,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDJ09,15.0,0.058725134000000005,43.6744,OUT017,407.4696,0.8424249866739011,6,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDT49,7.0,0.14601704877777777,105.62799999999999,OUT049,1384.864,2.094646737984145,14,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDW50,13.1,0.075695552,168.4158,OUT049,1504.0422,1.0858693721307402,14,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDV39,11.3,0.007321067,197.7426,OUT017,2570.6538,0.10502231923240458,6,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDY36,12.3,0.009463757,73.83800000000001,OUT017,1245.046,0.13575967940081735,6,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
NCE18,10.0,0.021407511,248.175,OUT013,3495.45,0.3070954622069724,26,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDB05,12.792854228644991,0.145669556,247.2776,OUT019,743.0328,2.0896618775206726,28,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDK14,6.98,0.041273236,82.4934,OUT018,982.7208,0.592073664528186,4,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDP10,19.0,0.128090139,107.0622,OUT046,1376.2086,1.8374812672225342,16,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDC45,17.0,0.135707553,172.5106,OUT035,2053.3272,1.946754749466774,9,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDS48,15.15,0.027774002000000002,152.3708,OUT035,3159.8868,0.3984241783889485,9,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDX04,12.792854228644991,0.07278643,49.4376,OUT019,191.7504,1.0441373760473809,28,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDQ20,12.792854228644991,0.029640603999999997,40.8138,OUT027,1543.3244,0.4252009953643763,28,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
FDU13,8.355,0.18793900300000002,146.9418,OUT045,1029.9926,2.6960264083481063,11,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
NCR53,12.15,0.14492016,224.4404,OUT013,1800.3232,2.078911626779423,26,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDN49,17.25,0.125419157,40.048,OUT049,399.48,1.7991654419107312,14,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDR31,6.46,0.049121972,144.6102,OUT013,2916.204,0.7046655118317098,26,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
DRI03,12.792854228644991,0.0214218487,175.3028,OUT027,3719.1588,0.3073011396726285,28,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
FDL58,5.78,0.07414907400000001,262.2568,OUT046,5273.1359999999995,1.0636848044711504,16,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
NCJ05,18.7,0.04604992,151.9682,OUT013,3354.3004,0.6605962489984989,26,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDS10,19.2,0.035384612,180.3318,OUT017,3428.2042,0.5076000557540007,6,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDK34,12.792854228644991,0.038340116,240.1564,OUT027,7150.691999999999,0.5499974118471287,28,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
FDW48,12.792854228644991,0.007598911666666666,81.8618,OUT019,161.1236,0.10900806219578515,28,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDE08,12.792854228644991,0.049080853,147.7734,OUT027,4602.6754,0.7040756507165858,28,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
NCH06,12.792854228644991,0.076183667,245.646,OUT027,3695.19,1.092871489356566,28,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
FDV08,7.35,0.028711412000000002,39.9454,OUT018,377.5086,0.4118715313870358,4,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDQ15,20.35,0.1457228273333333,81.6276,OUT046,1787.0072,2.0904260665350973,16,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDL56,12.792854228644991,0.12517151,88.9198,OUT027,3139.9128,1.7956128911294111,28,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
DRC12,17.85,0.037826873,189.7188,OUT046,2285.0256,0.5426348279246216,16,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDX49,4.615,0.101747034,231.33,OUT013,4660.6,1.4595836215811608,26,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDJ09,15.0,0.04385187425,47.2744,OUT035,679.1160000000001,0.6290647983992993,9,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDN23,12.792854228644991,0.075142108,145.8444,OUT027,3773.7544,1.0779300960053806,28,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
DRD01,12.1,0.061424738,56.7614,OUT018,1049.9666,0.8811514008822503,4,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDS43,11.65,0.040597054,187.324,OUT045,1864.24,0.5823736847488443,11,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDY48,12.792854228644991,0.041556697000000004,104.4332,OUT019,307.5996,0.5961399750307312,28,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDU12,15.5,0.126791761,262.1568,OUT010,527.3136,1.8188557487290782,15,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
FDX33,9.195,0.11748483400000001,158.5578,OUT046,2406.867,1.685345830234044,16,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDH45,15.1,0.106097275,43.2796,OUT018,123.8388,1.5219887872544016,4,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDJ10,5.095,0.129395895,140.3838,OUT013,1826.2894,1.8562126247516526,26,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDX32,15.1,0.10026502699999999,142.5786,OUT018,3323.0078,1.4383239046220537,4,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRG51,12.1,0.011557563,165.3526,OUT049,3453.5046,0.16579578781817292,14,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
NCB31,6.235,0.119157788,263.791,OUT018,2103.928,1.7093447239812434,4,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDW47,15.0,0.077622622,121.8414,OUT010,243.6828,1.1135136158896335,15,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
FDT20,12.792854228644991,0.041194986,39.1164,OUT027,1235.7248,0.5909511510366505,28,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
FDI34,10.65,0.08513595300000001,232.3668,OUT046,3685.8688,1.2212940045653176,16,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDH56,9.8,0.10681691900000001,114.2492,OUT010,463.3968,1.5323122390001218,15,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
DRJ47,18.25,0.04421348,173.408,OUT013,1038.6480000000001,0.6342521125589392,26,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDP04,12.792854228644991,0.013745883,62.0168,OUT027,1534.0032,0.19718772039065938,28,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
NCZ06,19.6,0.09430805800000001,251.8698,OUT049,3551.3772,1.352869871763792,14,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDY37,17.0,0.026622757,144.247,OUT045,3149.2340000000004,0.381909315199647,11,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDO46,9.6,0.014234595,190.2872,OUT049,4727.18,0.20419840171302764,14,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDI10,8.51,0.078526225,173.5422,OUT049,5000.8238,1.1264760000237166,14,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
NCT42,5.88,0.0249887,150.3392,OUT018,447.4176,0.358468407487978,4,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDE29,8.905,0.143712172,60.2878,OUT018,1151.1682,2.0615827727524194,4,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDQ11,12.792854228644991,0.067373081,258.8988,OUT027,3083.9856,0.9664816918698671,28,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
FDS20,8.85,0.053822086,183.8292,OUT013,2554.0088,0.7720896827806567,26,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDR26,20.7,0.043011277,177.2028,OUT018,3364.9532,0.6170062456315973,4,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCH43,12.792854228644991,0.123557061,216.6192,OUT019,215.7192,1.7724532644981512,28,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDO25,6.3,0.127968205,209.627,OUT018,3984.813,1.835732097125705,4,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDB40,17.5,0.007570599,144.6102,OUT018,2187.153,0.10860191075406399,4,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDB14,12.792854228644991,0.09944953190000001,92.31200000000001,OUT019,372.848,1.4266254477270874,28,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDW23,5.765,0.081996785,40.1164,OUT035,540.6296,1.1762619479238265,9,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDZ23,17.75,0.067777778,186.924,OUT018,3169.208,0.9722871595054449,4,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDX35,5.035,0.080362549,229.0036,OUT017,4326.3684,1.1528184724177168,6,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDX24,8.355,0.013929058999999999,94.1462,OUT046,2221.1088,0.19981542047149659,16,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
DRG15,6.13,0.077169953,63.0536,OUT017,1225.072,1.107019979343948,6,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDY60,10.5,0.02250229355555556,143.3128,OUT046,1438.128,0.32280035918983346,16,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDK02,12.5,0.112681821,119.14399999999999,OUT018,3235.788,1.6164455504574227,4,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDK24,12.792854228644991,0.10080442,45.4744,OUT027,1041.3112,1.4460616160564288,28,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
NCA05,20.75,0.02512588,150.4734,OUT035,890.8404,0.36043628481409745,9,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDN33,12.792854228644991,0.122519571,93.0436,OUT027,2363.59,1.7575702418485255,28,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
FDA09,13.35,0.15021128,179.06599999999997,OUT017,2696.49,2.1548139090201075,6,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDK50,7.96,0.028357839,163.2894,OUT035,4530.1032,0.4067994487960748,9,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
NCE55,8.92,0.130663423,175.237,OUT017,2117.244,1.8743955931976468,6,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDG12,6.635,0.006335942,121.8098,OUT049,2048.6666,0.0908904840458365,14,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDC37,15.5,0.032845997,106.7938,OUT013,3215.8140000000003,0.47118306422282485,26,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
DRG15,6.13,0.076735903,62.4536,OUT046,1225.072,1.1007934364557561,16,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDQ58,7.315,0.01530184,154.434,OUT046,1378.2060000000001,0.2195082663938437,16,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDQ51,16.0,0.029377239,46.1718,OUT010,94.5436,0.421422966409766,15,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
FDR46,16.85,0.233356571,146.576,OUT010,439.42800000000005,3.347551428574727,15,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
FDC50,15.85,0.13705394699999998,94.4094,OUT018,1047.3034,1.9660690680600326,4,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDJ09,15.0,0.04385187425,43.4744,OUT046,543.2928,0.6290647983992993,16,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
NCC18,19.1,0.177236497,172.3422,OUT035,2586.633,2.5424966015974335,9,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDL04,19.0,0.11183028199999999,105.4622,OUT013,952.7598,1.604230035875075,26,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDH48,13.5,0.05096872570000001,84.654,OUT049,1211.756,0.731157600570281,14,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDD38,16.75,0.008204465,99.8674,OUT049,2342.9502,0.1176948581895358,14,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDT47,12.792854228644991,0.02439015,95.9068,OUT027,3207.8244,0.3498820758540023,28,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
FDE41,9.195,0.064143995,85.9566,OUT045,1691.132,0.920159741705924,11,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDH19,19.35,0.033275634,173.8738,OUT017,2432.8332,0.47734630165366004,6,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDW26,11.8,0.107662745,224.1772,OUT017,2890.9036,1.5444457993386718,6,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDW35,10.6,0.01115195,40.6454,OUT017,167.7816,0.15997717996076452,6,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDQ55,13.65,0.013064516000000002,115.5834,OUT045,1382.2008,0.18741336064385938,11,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDV22,14.85,0.009954237,158.263,OUT049,2659.8709999999996,0.14279572307274518,14,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
NCN29,12.792854228644991,0.021214364,48.2034,OUT019,97.2068,0.30432472593413384,28,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDQ26,13.5,0.067859568,60.1562,OUT035,1599.9174,0.9734604550769809,9,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDV24,5.635,0.103481775,150.005,OUT045,1797.66,1.484468863457453,11,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDG50,7.405,0.015358176000000001,92.4146,OUT017,1459.4336,0.2203164187268679,6,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
NCF42,12.792854228644991,0.293066133,177.0712,OUT019,351.5424,4.204098251816619,28,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDT46,11.35,0.030981392000000003,51.9008,OUT017,708.4112,0.4444348946524142,6,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
