Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDJ52,OUT046,2599.25
DRG01,OUT017,1339.25
FDP52,OUT013,3699.75
FDU58,OUT017,3131.25
FDL02,OUT045,1681.5
FDG28,OUT013,3907.75
FDA19,OUT035,2227.25
FDW46,OUT027,2595.25
NCD43,OUT049,1705.25
DRG39,OUT013,827.75
NCF55,OUT049,665.25
FDJ07,OUT046,1927.25
FDE08,OUT046,2415.25
FDP56,OUT019,-1028.75
FDT45,OUT045,841.5
FDF17,OUT018,2813.25
FDX44,OUT046,1455.25
FDM28,OUT027,4323.25
FDI36,OUT049,3273.25
FDS07,OUT045,1801.5
FDD36,OUT045,1849.5
FDW11,OUT046,1023.25
FDN40,OUT049,2569.25
NCQ18,OUT049,1609.25
NCQ54,OUT017,2715.25
NCS42,OUT045,1377.5
DRH39,OUT010,-736.75
FDC09,OUT027,3171.25
FDT08,OUT010,491.25
FDC08,OUT035,3755.25
FDT20,OUT017,763.25
FDS35,OUT035,1211.25
FDX58,OUT018,2613.25
FDW58,OUT046,1735.25
DRD27,OUT046,1583.25
FDH32,OUT019,-292.75
FDS26,OUT035,4299.25
FDQ31,OUT046,1479.25
FDP11,OUT018,3189.25
FDD58,OUT017,1731.25
FDM33,OUT045,3401.5
FDZ16,OUT049,3225.25
NCS29,OUT010,2195.25
NCM18,OUT019,-940.75
FDP11,OUT049,3577.25
NCC42,OUT017,2315.25
DRM23,OUT046,2711.25
NCN55,OUT027,5171.25
FDK46,OUT013,4083.75
FDR01,OUT046,3215.25
NCA05,OUT045,2289.5
NCP43,OUT017,2891.25
FDR12,OUT010,839.25
FDQ01,OUT013,4075.75
FDM13,OUT046,2127.25
FDQ19,OUT017,4003.25
FDK56,OUT019,1067.25
NCX06,OUT010,931.25
FDO56,OUT027,3411.25
FDU45,OUT045,1801.5
FDI16,OUT019,-932.75
FDL32,OUT046,1863.25
FDA07,OUT046,2047.25
FDA14,OUT045,2297.5
FDV46,OUT027,3699.25
NCO07,OUT035,3483.25
NCP41,OUT046,1671.25
FDY60,OUT018,2025.25
FDN38,OUT017,4123.25
FDO15,OUT046,1295.25
FDT60,OUT013,1971.75
FDA55,OUT035,3747.25
FDE02,OUT010,-396.75
DRJ39,OUT049,3545.25
FDV34,OUT035,1427.25
FDS20,OUT027,4387.25
FDF02,OUT027,3107.25
FDW40,OUT017,2443.25
NCB43,OUT046,2919.25
FDR58,OUT017,1603.25
DRJ59,OUT035,803.25
NCD30,OUT017,1659.25
FDE14,OUT017,1739.25
FDC28,OUT018,1457.25
FDU16,OUT018,1117.25
NCD19,OUT035,1035.25
FDU21,OUT046,679.25
FDV59,OUT027,4899.25
FDU03,OUT045,2873.5
FDC33,OUT010,1279.25
NCR42,OUT035,707.25
DRH59,OUT035,1347.25
NCM31,OUT035,2379.25
FDS50,OUT035,3675.25
FDP39,OUT046,895.25
FDQ55,OUT013,1931.75
FDV36,OUT019,139.25
FDI05,OUT027,2739.25
FDS45,OUT027,3235.25
FDA39,OUT045,633.5
FDC37,OUT010,-164.75
FDJ60,OUT027,4147.25
DRQ35,OUT046,1951.25
NCJ06,OUT046,1887.25
NCY42,OUT018,1973.25
DRM37,OUT049,3161.25
FDR14,OUT045,809.5
FDE51,OUT049,873.25
FDT33,OUT017,2811.25
FDR08,OUT013,1819.75
FDE36,OUT010,723.25
FDL22,OUT019,-396.75
FDR44,OUT013,2155.75
FDI56,OUT019,-420.75
FDE47,OUT010,119.25
FDV27,OUT010,-420.75
FDV10,OUT049,841.25
FDC40,OUT045,1273.5
NCX41,OUT013,3283.75
NCQ38,OUT027,3091.25
FDV12,OUT027,3123.25
FDE52,OUT017,1595.25
FDG20,OUT027,4291.25
FDV16,OUT027,2083.25
FDI32,OUT017,1939.25
FDJ32,OUT049,1129.25
FDN39,OUT018,2445.25
FDY34,OUT017,2827.25
FDC14,OUT035,907.25
FDA55,OUT017,3707.25
FDZ50,OUT010,1007.25
DRG13,OUT049,2681.25
FDP01,OUT013,2483.75
NCG54,OUT017,2803.25
FDM13,OUT045,2073.5
NCO18,OUT027,4243.25
NCW41,OUT013,2443.75
FDM52,OUT027,3827.25
NCF55,OUT035,715.25
FDT09,OUT046,2167.25
NCM19,OUT035,1883.25
FDW12,OUT018,2101.25
FDP15,OUT019,2171.25
FDK36,OUT045,777.5
FDZ25,OUT035,2939.25
NCW06,OUT049,3097.25
FDW60,OUT046,2903.25
DRC49,OUT013,2283.75
NCT17,OUT035,3115.25
NCN06,OUT018,2265.25
FDC45,OUT013,2707.75
DRJ47,OUT019,819.25
NCF06,OUT045,3985.5
FDE21,OUT010,-20.75
DRG27,OUT013,643.75
FDW40,OUT049,2393.25
NCO53,OUT046,2879.25
FDE23,OUT049,889.25
FDQ16,OUT046,1775.25
FDS26,OUT045,4049.5
FDZ13,OUT010,-1096.75
FDS14,OUT049,2601.25
FDC10,OUT045,1897.5
FDY16,OUT049,3065.25
FDJ20,OUT035,2203.25
FDV43,OUT035,875.25
FDZ32,OUT027,3203.25
FDR23,OUT046,2799.25
FDN24,OUT035,1035.25
FDE34,OUT027,4355.25
FDU31,OUT013,3507.75
FDW33,OUT018,1441.25
FDU26,OUT046,1943.25
FDE20,OUT027,4211.25
NCW05,OUT035,1787.25
FDB22,OUT018,2129.25
FDO56,OUT046,1927.25
FDA19,OUT027,3539.25
DRI39,OUT045,833.5
FDH52,OUT018,749.25
FDZ50,OUT035,3099.25
NCN42,OUT035,2459.25
FDB53,OUT013,2363.75
DRG11,OUT017,1835.25
DRK11,OUT027,3795.25
FDQ60,OUT017,2115.25
FDT36,OUT017,699.25
DRG25,OUT018,2617.25
DRJ23,OUT046,2999.25
FDG05,OUT035,2715.25
NCK06,OUT018,1609.25
FDU52,OUT017,2587.25
FDW07,OUT018,1161.25
NCM17,OUT045,649.5
FDA22,OUT045,2633.5
NCA41,OUT018,2733.25
FDF38,OUT035,907.25
FDH52,OUT046,1087.25
FDY58,OUT019,1723.25
FDZ16,OUT045,3081.5
NCM18,OUT017,1075.25
FDA22,OUT018,2365.25
NCJ43,OUT035,2907.25
FDI34,OUT027,5139.25
FDG56,OUT046,1071.25
FDS34,OUT046,1911.25
DRC01,OUT035,1003.25
FDQ04,OUT035,835.25
FDK04,OUT035,1131.25
FDT51,OUT049,1913.25
FDV26,OUT017,3259.25
FDS04,OUT049,2377.25
FDW43,OUT018,3361.25
FDQ28,OUT010,575.25
NCK06,OUT017,2019.25
FDS23,OUT018,1789.25
FDZ36,OUT019,1155.25
FDE56,OUT018,757.25
FDW10,OUT027,4243.25
NCN14,OUT045,2825.5
NCQ18,OUT045,1465.5
FDW08,OUT017,1827.25
FDU43,OUT035,3931.25
FDR33,OUT010,-160.75
FDM24,OUT010,523.25
NCZ05,OUT046,1623.25
NCV41,OUT035,1915.25
FDV11,OUT018,2513.25
NCY05,OUT035,731.25
FDV44,OUT018,2749.25
FDW32,OUT049,1497.25
NCU18,OUT027,3683.25
NCC43,OUT035,4067.25
FDW19,OUT013,1835.75
FDN31,OUT035,3203.25
FDI48,OUT045,841.5
FDS24,OUT017,1611.25
FDF46,OUT049,1945.25
DRG23,OUT017,2499.25
FDG14,OUT018,2161.25
NCY30,OUT049,2889.25
FDO28,OUT018,1677.25
DRD24,OUT035,2395.25
FDI33,OUT049,1561.25
FDN32,OUT046,2975.25
FDR16,OUT045,3361.5
FDF26,OUT046,2511.25
NCN29,OUT018,477.25
FDE20,OUT045,2681.5
FDA46,OUT046,3071.25
FDU28,OUT045,2969.5
FDQ48,OUT045,1601.5
FDV36,OUT013,2059.75
FDR14,OUT018,577.25
FDP23,OUT017,3563.25
FDP56,OUT013,867.75
FDK48,OUT010,-660.75
FDR48,OUT046,2447.25
NCY29,OUT049,985.25
FDM22,OUT018,641.25
DRJ01,OUT013,2547.75
FDZ43,OUT045,3849.5
FDV03,OUT035,2619.25
FDX11,OUT027,4371.25
NCA41,OUT027,4467.25
FDE38,OUT017,2787.25
FDI27,OUT018,521.25
FDN32,OUT013,2923.75
NCN43,OUT017,2011.25
FDB47,OUT027,4739.25
FDV03,OUT017,2603.25
NCN30,OUT045,1481.5
NCV54,OUT010,-36.75
FDV07,OUT013,1787.75
FDP07,OUT049,3241.25
FDK48,OUT018,921.25
FDM15,OUT019,587.25
FDY19,OUT027,3347.25
FDK46,OUT046,4127.25
FDY11,OUT045,1089.5
FDH09,OUT046,895.25
FDO08,OUT027,4131.25
FDU14,OUT013,3963.75
FDD22,OUT027,3267.25
FDM27,OUT017,2651.25
FDL02,OUT027,3203.25
NCA17,OUT035,2451.25
FDE38,OUT019,763.25
NCG07,OUT049,3033.25
DRC27,OUT013,3867.75
FDA27,OUT035,4227.25
FDW40,OUT045,2257.5
DRI11,OUT013,1819.75
FDN50,OUT046,1599.25
FDR12,OUT046,2783.25
FDT34,OUT027,3123.25
FDW11,OUT035,1179.25
NCO30,OUT027,4323.25
FDZ34,OUT017,3203.25
FDU45,OUT017,1979.25
NCD42,OUT035,747.25
FDX25,OUT045,2833.5
NCR29,OUT046,903.25
FDX43,OUT019,811.25
FDB04,OUT010,-468.75
FDR49,OUT027,2227.25
FDS39,OUT018,1989.25
FDW58,OUT045,1673.5
FDG22,OUT019,-1172.75
FDG31,OUT017,1163.25
NCV53,OUT027,5203.25
DRJ37,OUT035,2515.25
FDV07,OUT035,1947.25
FDW52,OUT018,2397.25
FDT15,OUT045,2929.5
FDD02,OUT018,1621.25
FDM16,OUT035,1411.25
NCE55,OUT046,2743.25
FDB57,OUT018,3265.25
FDQ04,OUT013,739.75
FDQ47,OUT019,-1268.75
FDY14,OUT019,2291.25
DRK37,OUT017,3075.25
FDO25,OUT017,3435.25
FDL57,OUT046,4159.25
NCK29,OUT018,1621.25
FDK46,OUT027,5571.25
NCB43,OUT010,959.25
DRE01,OUT027,5203.25
FDC46,OUT018,2641.25
FDQ23,OUT045,1649.5
FDX38,OUT049,969.25
FDG60,OUT018,3445.25
FDW55,OUT017,4075.25
FDP39,OUT013,843.75
FDB20,OUT018,1005.25
FDV21,OUT017,2123.25
FDZ02,OUT013,1619.75
FDP19,OUT027,3507.25
FDA38,OUT035,3995.25
FDH22,OUT045,1977.5
DRM11,OUT045,4041.5
FDO12,OUT027,4547.25
FDT14,OUT049,2057.25
FDW34,OUT010,1939.25
FDG04,OUT027,4451.25
FDW59,OUT018,1101.25
FDR33,OUT018,1481.25
FDP32,OUT013,2075.75
FDL13,OUT027,5171.25
FDD22,OUT013,1827.75
FDV40,OUT027,2643.25
NCD55,OUT046,671.25
FDQ20,OUT010,-1196.75
FDD28,OUT045,921.5
FDC39,OUT045,3249.5
NCR17,OUT049,1929.25
DRO35,OUT018,1541.25
FDF40,OUT049,4073.25
FDR31,OUT018,2065.25
NCQ41,OUT017,3163.25
FDP38,OUT046,863.25
NCU54,OUT027,4707.25
FDG22,OUT018,353.25
DRK59,OUT013,3667.75
FDC37,OUT046,1743.25
NCO42,OUT013,2275.75
NCT42,OUT017,2467.25
FDX27,OUT035,1707.25
FDV40,OUT018,933.25
FDT45,OUT027,2371.25
FDS47,OUT019,-460.75
FDR45,OUT035,3931.25
FDB03,OUT045,3753.5
FDO49,OUT035,1083.25
FDU60,OUT027,4163.25
FDB26,OUT018,621.25
FDB46,OUT017,3539.25
FDQ37,OUT019,1227.25
FDN03,OUT017,4115.25
NCX30,OUT045,3825.5
FDK32,OUT019,627.25
DRM47,OUT013,3011.75
NCO02,OUT046,1063.25
FDP04,OUT013,1075.75
NCO43,OUT049,1673.25
FDD59,OUT013,1371.75
FDQ10,OUT017,2859.25
FDW45,OUT035,2523.25
NCK30,OUT049,4073.25
FDU31,OUT018,3165.25
NCQ17,OUT019,515.25
FDN01,OUT017,2915.25
FDZ19,OUT049,2873.25
DRG37,OUT017,2563.25
FDE32,OUT045,601.5
FDO34,OUT049,2777.25
FDM04,OUT019,-964.75
FDZ25,OUT049,2857.25
FDU08,OUT049,1705.25
NCW30,OUT045,3993.5
NCM18,OUT013,947.75
FDS22,OUT035,923.25
NCH18,OUT017,3939.25
FDC23,OUT013,2851.75
FDY46,OUT013,2963.75
NCU06,OUT046,3583.25
FDX57,OUT045,1577.5
FDX36,OUT027,5043.25
FDL16,OUT045,729.5
FDT16,OUT010,2243.25
FDN16,OUT018,1405.25
FDC03,OUT046,3167.25
DRF60,OUT013,3731.75
FDS27,OUT027,4611.25
FDP33,OUT010,2099.25
FDJ36,OUT018,1361.25
NCR42,OUT013,507.75
FDV14,OUT017,1523.25
NCP42,OUT035,3211.25
FDB50,OUT027,2723.25
NCC30,OUT027,4211.25
FDA23,OUT018,1353.25
FDW16,OUT017,1635.25
FDQ52,OUT010,1979.25
FDB58,OUT049,2441.25
NCP29,OUT049,1097.25
NCM05,OUT045,4065.5
FDO25,OUT013,3339.75
NCM54,OUT046,2007.25
NCL54,OUT046,2711.25
FDL39,OUT010,995.25
FDF53,OUT018,2605.25
NCQ42,OUT035,2147.25
FDF58,OUT013,1051.75
FDZ04,OUT035,1219.25
FDE26,OUT019,411.25
FDS60,OUT017,2971.25
FDV58,OUT017,3243.25
FDM04,OUT045,857.5
FDE08,OUT035,2499.25
NCB43,OUT049,2985.25
FDU11,OUT010,19.25
FDF22,OUT019,1499.25
FDE24,OUT013,2259.75
DRJ49,OUT046,2087.25
NCQ53,OUT035,3827.25
NCL41,OUT013,555.75
FDR22,OUT013,1835.75
FDH04,OUT035,1707.25
DRH15,OUT045,633.5
FDY40,OUT049,953.25
NCI17,OUT035,1675.25
NCC18,OUT013,2683.75
FDY28,OUT027,4835.25
FDB45,OUT027,3139.25
NCL30,OUT018,1685.25
FDM10,OUT017,3483.25
FDH22,OUT027,3491.25
NCZ53,OUT017,3083.25
NCI18,OUT013,3467.75
FDH14,OUT027,3763.25
FDR36,OUT027,2227.25
FDW01,OUT045,2377.5
FDK02,OUT027,3379.25
FDJ02,OUT018,2097.25
FDU55,OUT013,4123.75
NCV18,OUT027,2771.25
FDH14,OUT018,1965.25
FDZ37,OUT045,1441.5
FDX49,OUT049,3817.25
NCD43,OUT046,1655.25
FDZ07,OUT013,1059.75
FDK43,OUT035,2195.25
FDR32,OUT018,3373.25
FDT39,OUT013,2483.75
NCV54,OUT017,1995.25
FDF38,OUT018,465.25
FDV60,OUT046,3175.25
FDH44,OUT027,3827.25
FDS21,OUT046,1071.25
NCL41,OUT045,505.5
FDM46,OUT017,1627.25
FDU27,OUT045,809.5
NCJ54,OUT017,3747.25
DRG51,OUT018,2317.25
NCA29,OUT019,787.25
FDR47,OUT045,3033.5
NCL19,OUT027,3667.25
DRG01,OUT049,1305.25
FDG10,OUT046,1031.25
NCV05,OUT049,2473.25
NCH18,OUT019,1931.25
FDV14,OUT018,1117.25
DRJ23,OUT035,3131.25
DRJ11,OUT046,2943.25
FDZ03,OUT017,3099.25
FDI27,OUT010,-1100.75
FDJ14,OUT018,1085.25
FDU32,OUT017,2067.25
FDD47,OUT027,4211.25
DRF36,OUT035,3139.25
FDM21,OUT046,4095.25
FDV10,OUT018,481.25
FDH60,OUT018,2829.25
FDX47,OUT010,619.25
FDT19,OUT019,923.25
FDO11,OUT045,3961.5
FDH24,OUT027,3971.25
FDL02,OUT018,1473.25
FDB02,OUT049,2937.25
FDA43,OUT046,3127.25
FDG52,OUT045,737.5
DRC12,OUT013,2971.75
FDY37,OUT018,2021.25
NCU18,OUT045,2153.5
FDU09,OUT035,1131.25
DRJ25,OUT027,2227.25
DRE12,OUT018,1489.25
DRL47,OUT017,2083.25
DRK01,OUT046,1527.25
FDC22,OUT019,1187.25
FDG44,OUT013,891.75
FDW04,OUT035,2283.25
FDK09,OUT049,3705.25
NCN43,OUT035,2059.25
FDG04,OUT049,3081.25
FDH32,OUT010,-384.75
DRI47,OUT017,2411.25
DRE15,OUT013,1195.75
FDY11,OUT035,1323.25
FDO60,OUT049,857.25
FDQ20,OUT018,421.25
FDO57,OUT027,4019.25
FDT14,OUT019,75.25
FDA57,OUT049,793.25
DRN35,OUT017,699.25
FDJ03,OUT046,903.25
FDX28,OUT017,1747.25
DRE25,OUT045,1385.5
FDR09,OUT046,4127.25
FDB23,OUT035,3787.25
FDO08,OUT045,2601.5
FDQ23,OUT049,1737.25
FDW04,OUT013,2139.75
DRK13,OUT010,1163.25
NCL17,OUT027,3667.25
FDY21,OUT035,3227.25
FDJ38,OUT027,4499.25
FDA37,OUT019,203.25
FDV43,OUT013,755.75
FDL36,OUT046,1503.25
FDD53,OUT045,649.5
FDZ19,OUT010,883.25
FDV21,OUT045,1961.5
NCL54,OUT018,2405.25
DRI47,OUT027,3715.25
DRG03,OUT049,2537.25
FDG21,OUT013,2419.75
FDW03,OUT018,1449.25
NCI55,OUT046,1911.25
DRC36,OUT019,923.25
FDH22,OUT017,2171.25
FDV20,OUT045,2041.5
NCU41,OUT027,4451.25
FDN46,OUT027,3171.25
FDK50,OUT045,2537.5
NCA05,OUT027,3763.25
DRH01,OUT018,2417.25
FDT08,OUT018,2101.25
FDM08,OUT018,3301.25
FDZ07,OUT035,1195.25
FDS22,OUT017,931.25
FDV35,OUT027,3939.25
FDI28,OUT010,-632.75
FDW58,OUT027,3203.25
FDT52,OUT045,3865.5
FDY34,OUT046,2679.25
FDR10,OUT046,2591.25
FDK57,OUT017,2059.25
FDR02,OUT027,3219.25
FDX49,OUT046,3759.25
FDQ20,OUT046,719.25
DRK23,OUT045,3889.5
NCW06,OUT046,2999.25
FDR31,OUT017,2499.25
NCE43,OUT013,2627.75
DRO59,OUT027,2659.25
FDN09,OUT049,3961.25
FDR11,OUT046,2615.25
FDO57,OUT013,2571.75
NCX18,OUT017,3187.25
FDB05,OUT018,3645.25
FDQ08,OUT018,753.25
NCG43,OUT035,1611.25
FDJ56,OUT013,1635.75
FDA13,OUT010,-1300.75
FDO56,OUT017,2027.25
FDB37,OUT018,3553.25
FDZ02,OUT018,1321.25
FDQ24,OUT046,3967.25
FDM16,OUT013,1267.75
FDU35,OUT049,1705.25
FDT35,OUT035,2875.25
NCX30,OUT049,3945.25
FDG04,OUT017,3107.25
FDI12,OUT035,1595.25
FDE35,OUT035,1195.25
NCP14,OUT027,3091.25
NCY53,OUT045,1657.5
FDP49,OUT017,1075.25
FDQ04,OUT017,843.25
FDM39,OUT035,3003.25
FDO58,OUT019,723.25
FDC56,OUT017,2035.25
NCQ54,OUT046,2631.25
FDV10,OUT027,2211.25
NCK17,OUT046,655.25
NCF55,OUT027,2019.25
FDV33,OUT013,4155.75
NCH29,OUT019,-364.75
FDA37,OUT027,3507.25
FDH46,OUT018,1401.25
FDS25,OUT035,1963.25
FDH04,OUT027,2963.25
FDX52,OUT046,3103.25
NCD42,OUT017,699.25
FDW47,OUT017,2083.25
FDL25,OUT027,2995.25
NCJ06,OUT010,-44.75
FDY09,OUT013,2771.75
FDS40,OUT046,671.25
FDH41,OUT017,3531.25
FDG38,OUT035,1579.25
FDU03,OUT027,4355.25
FDV20,OUT046,2103.25
DRB13,OUT045,2985.5
NCQ30,OUT013,1883.75
NCH06,OUT013,3811.75
FDU50,OUT018,1569.25
NCO42,OUT019,395.25
FDW09,OUT018,1061.25
FDH04,OUT013,1531.75
FDC21,OUT045,1729.5
FDL21,OUT049,841.25
FDM46,OUT010,-420.75
FDT22,OUT019,-876.75
FDB28,OUT035,3307.25
FDI12,OUT018,1181.25
FDA28,OUT045,2017.5
FDF59,OUT013,2059.75
FDM45,OUT027,3459.25
FDQ56,OUT017,1475.25
FDR46,OUT049,2425.25
FDT01,OUT013,3395.75
FDD16,OUT027,2691.25
NCU30,OUT010,599.25
FDM40,OUT010,355.25
FDI56,OUT035,1667.25
NCS30,OUT013,1987.75
FDU08,OUT017,1731.25
FDX51,OUT027,4595.25
FDA43,OUT045,3081.5
FDX59,OUT010,-1328.75
FDC37,OUT018,1429.25
FDP58,OUT013,3459.75
NCY42,OUT035,2379.25
FDF21,OUT018,2761.25
FDU10,OUT027,2147.25
DRL47,OUT018,1665.25
FDA58,OUT018,3469.25
FDJ22,OUT049,3161.25
FDK50,OUT046,2591.25
FDO38,OUT035,1435.25
DRF60,OUT035,3899.25
NCZ42,OUT019,1819.25
FDD35,OUT049,2009.25
FDL25,OUT045,1481.5
FDJ16,OUT013,955.75
DRK59,OUT049,3769.25
FDI50,OUT046,3719.25
NCB19,OUT045,1305.5
DRI37,OUT035,1099.25
FDA14,OUT027,3811.25
FDC08,OUT018,3341.25
FDS45,OUT046,1759.25
FDI21,OUT049,1193.25
DRJ47,OUT035,2883.25
DRE37,OUT027,4403.25
FDT55,OUT018,2269.25
NCG42,OUT027,3459.25
FDA31,OUT049,2825.25
NCW42,OUT046,3471.25
FDF50,OUT017,3211.25
FDK56,OUT049,3049.25
FDX10,OUT035,827.25
NCK07,OUT027,4003.25
FDZ49,OUT017,3659.25
FDR33,OUT013,1763.75
FDO44,OUT018,1497.25
FDA20,OUT046,2991.25
NCL30,OUT045,1945.5
FDI05,OUT019,-628.75
FDQ12,OUT018,3333.25
FDH47,OUT017,1699.25
FDH34,OUT018,2673.25
FDF29,OUT046,2167.25
FDG40,OUT018,313.25
NCE18,OUT017,4003.25
FDP21,OUT010,1135.25
FDY50,OUT013,1435.75
FDB36,OUT049,2217.25
NCZ29,OUT049,2073.25
FDU20,OUT018,1665.25
FDO56,OUT013,1947.75
FDW31,OUT049,3273.25
DRH59,OUT013,1187.75
NCB30,OUT017,3195.25
FDK43,OUT027,3507.25
FDW43,OUT045,3625.5
NCL19,OUT017,2323.25
FDJ27,OUT046,1671.25
FDC45,OUT046,2711.25
FDY40,OUT035,1051.25
NCM41,OUT035,1595.25
NCK18,OUT019,707.25
FDP37,OUT049,2169.25
FDA27,OUT027,5539.25
NCX30,OUT035,4011.25
FDR09,OUT017,4171.25
FDG08,OUT027,4227.25
NCU30,OUT013,2571.75
FDB16,OUT017,1555.25
FDM16,OUT017,1371.25
FDC48,OUT013,1347.75
NCF18,OUT046,2967.25
FDU46,OUT018,1173.25
FDH41,OUT018,3109.25
NCN42,OUT010,351.25
FDU49,OUT046,1495.25
FDB20,OUT027,2739.25
FDG50,OUT019,-396.75
FDW20,OUT045,1913.5
NCO55,OUT049,1785.25
FDX48,OUT046,2527.25
FDU48,OUT046,2143.25
FDR48,OUT019,539.25
FDK27,OUT013,1987.75
FDT35,OUT013,2683.75
FDN12,OUT049,1865.25
NCE31,OUT019,-1356.75
FDL21,OUT017,867.25
FDV56,OUT017,1883.25
FDR16,OUT017,3555.25
NCP41,OUT049,1801.25
FDJ27,OUT013,1683.75
FDA07,OUT017,2131.25
FDK55,OUT049,1545.25
FDM33,OUT049,3593.25
FDY46,OUT046,2991.25
FDD36,OUT046,1919.25
FDB12,OUT027,3139.25
FDF28,OUT019,195.25
NCE07,OUT019,371.25
FDW50,OUT027,4083.25
NCW18,OUT017,3803.25
NCJ17,OUT019,-564.75
DRZ24,OUT010,-36.75
FDS07,OUT035,2011.25
NCW05,OUT010,-272.75
FDZ22,OUT018,1073.25
FDK02,OUT046,1911.25
FDZ45,OUT027,4579.25
FDL25,OUT046,1527.25
FDS08,OUT045,2753.5
NCZ42,OUT027,5123.25
FDX57,OUT035,1771.25
FDF21,OUT046,3071.25
FDJ56,OUT018,1289.25
FDX10,OUT013,667.75
DRG48,OUT035,2443.25
DRN37,OUT046,2631.25
NCY41,OUT018,249.25
FDN28,OUT045,1673.5
FDE34,OUT045,2833.5
FDR10,OUT045,2569.5
FDC32,OUT017,1619.25
DRG13,OUT046,2591.25
FDP59,OUT049,1833.25
NCT53,OUT010,667.25
FDL57,OUT027,5555.25
FDN32,OUT010,1035.25
FDK09,OUT018,3305.25
FDA52,OUT010,935.25
FDC57,OUT049,3193.25
FDI09,OUT035,3963.25
NCB07,OUT046,3095.25
FDP26,OUT035,1819.25
FDP40,OUT027,3299.25
FDL15,OUT013,2427.75
FDV07,OUT046,1823.25
FDS03,OUT017,1195.25
FDE50,OUT049,3097.25
FDQ15,OUT017,1435.25
FDQ33,OUT010,475.25
FDT22,OUT013,963.75
DRO35,OUT035,2003.25
FDJ41,OUT049,4233.25
FDQ27,OUT035,1899.25
FDC26,OUT017,1923.25
NCF43,OUT027,3683.25
NCR50,OUT035,2539.25
FDE39,OUT018,1645.25
FDN49,OUT027,2179.25
DRG11,OUT035,1843.25
NCA18,OUT049,1913.25
FDM36,OUT018,2485.25
FDW32,OUT017,1539.25
NCQ18,OUT010,-408.75
FDX14,OUT027,2707.25
FDD46,OUT017,2547.25
FDI34,OUT019,1835.25
NCJ17,OUT035,1467.25
FDB52,OUT035,4219.25
FDV55,OUT018,2009.25
FDC57,OUT046,3095.25
FDB29,OUT046,1911.25
NCO43,OUT035,1723.25
FDG44,OUT045,833.5
FDJ34,OUT045,2009.5
FDH40,OUT049,1481.25
NCD07,OUT027,3187.25
FDB41,OUT017,923.25
FDH47,OUT018,1285.25
DRK37,OUT035,3131.25
FDM25,OUT019,979.25
NCX06,OUT045,2793.5
NCS05,OUT017,2195.25
FDS39,OUT045,2233.5
FDC47,OUT027,5027.25
FDG20,OUT013,2867.75
DRL23,OUT017,1787.25
FDY33,OUT013,2563.75
NCH18,OUT045,3753.5
FDX47,OUT035,2683.25
NCB06,OUT045,2425.5
FDP36,OUT049,969.25
FDW44,OUT018,2493.25
NCU41,OUT018,2693.25
NCS17,OUT046,1511.25
FDD46,OUT035,2635.25
FDE45,OUT017,2947.25
FDI09,OUT017,3915.25
NCJ54,OUT010,1723.25
NCA29,OUT018,2393.25
NCN41,OUT027,3363.25
FDY34,OUT035,2827.25
NCG55,OUT035,1963.25
DRM49,OUT046,751.25
NCB42,OUT049,1897.25
FDE58,OUT045,1833.5
DRJ25,OUT013,795.75
FDS47,OUT010,-524.75
FDY21,OUT049,3225.25
NCI54,OUT013,1739.75
FDO24,OUT017,2627.25
FDY43,OUT035,2843.25
FDF35,OUT018,1421.25
NCP29,OUT019,-892.75
FDN28,OUT027,3139.25
FDJ50,OUT018,593.25
FDQ14,OUT027,3859.25
FDC37,OUT035,1907.25
FDN08,OUT046,1967.25
FDD04,OUT035,2427.25
FDW34,OUT018,3569.25
FDP04,OUT017,1203.25
NCG07,OUT017,3043.25
NCN14,OUT018,2569.25
FDJ16,OUT045,913.5
NCM42,OUT045,1657.5
NCF19,OUT046,799.25
FDY21,OUT018,2817.25
FDY19,OUT035,2027.25
FDV09,OUT045,2353.5
FDA28,OUT013,2067.75
FDC38,OUT018,1837.25
FDL28,OUT045,3641.5
NCH43,OUT049,3465.25
NCN53,OUT045,489.5
NCW05,OUT017,1787.25
NCO30,OUT018,2605.25
FDT04,OUT019,-1236.75
FDB27,OUT018,2833.25
NCK07,OUT013,2587.75
NCA53,OUT013,771.75
FDB33,OUT018,2269.25
FDU37,OUT017,1443.25
FDR13,OUT035,2059.25
FDE45,OUT049,2937.25
FDV37,OUT017,3259.25
FDX44,OUT019,-404.75
NCL06,OUT017,4187.25
FDJ28,OUT045,2985.5
FDX55,OUT049,3561.25
NCK17,OUT018,345.25
FDH52,OUT035,1227.25
FDN13,OUT027,3075.25
FDK44,OUT018,2433.25
FDU16,OUT046,1391.25
FDZ07,OUT017,1147.25
NCN06,OUT027,4003.25
FDH02,OUT010,-396.75
NCW18,OUT045,3617.5
FDH57,OUT013,2091.75
FDV35,OUT045,2417.5
NCU29,OUT013,2267.75
NCP02,OUT046,943.25
FDN44,OUT013,2579.75
FDX03,OUT018,497.25
FDR11,OUT010,627.25
FDA36,OUT046,2967.25
FDP58,OUT027,4883.25
FDH31,OUT045,1577.5
FDH34,OUT035,3139.25
FDS13,OUT035,4315.25
FDT01,OUT018,3101.25
FDY09,OUT049,2905.25
FDV33,OUT027,5571.25
NCW29,OUT010,87.25
NCN17,OUT045,1521.5
FDX01,OUT046,1919.25
